Volcano Name,Eruption Type,Start Date,Max. VEI,Country,Volcanic_Region,Volcano_type,Latitude,Longitude,Summit
Baker,Uncertain Eruption,1884,--,United States,Canada and Western USA,Stratovolcano(es),48.777°N,121.813°W,3285
Chirinkotan,Confirmed Eruption,1884,0,Russia,Kuril Islands,Stratovolcano,48.98°N,153.48°E,724
Concepcion,Confirmed Eruption,1884,2,Nicaragua,México and Central America,Stratovolcano,11.538°N,85.622°W,1700
Bagana,Confirmed Eruption,1883 Dec 31,3,Papua New Guinea,Melanesia and Australia,Lava cone,6.137°S,155.196°E,1855
Dieng Volcanic Complex,Confirmed Eruption,1883 Dec 26,1,Indonesia,Indonesia,Complex,7.2°S,109.879°E,2565
Marapi,Confirmed Eruption,1883 Dec,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Cotopaxi,Confirmed Eruption,1883 Dec,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Shikotsu,Confirmed Eruption,1883 Oct 7,2,Japan,"Japan, Taiwan, Marianas",Caldera,42.688°N,141.38°E,1320
Augustine,Confirmed Eruption,1883 Oct 6,4,United States,Alaska,Lava dome(s),59.363°N,153.43°W,1252
Bogoslof,Confirmed Eruption,1883 Sep 27,3,United States,Alaska,Submarine,53.93°N,168.03°W,150
Izalco,Confirmed Eruption,1883 Sep 5,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950
Awu,Confirmed Eruption,1883 Aug 25,2,Indonesia,Indonesia,Stratovolcano,3.689°N,125.447°E,1318
Karangetang,Confirmed Eruption,1883 Aug 25,2,Indonesia,Indonesia,Stratovolcano,2.781°N,125.407°E,1797
Sundoro,Confirmed Eruption,1883 Aug,2,Indonesia,Indonesia,Stratovolcano,7.3°S,109.992°E,3136
Cotopaxi,Confirmed Eruption,1883 Aug,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Kanlaon,Uncertain Eruption,1883 Jul,2,Philippines,Philippines and SE Asia,Stratovolcano,10.412°N,123.132°E,2435
Klyuchevskoy,Confirmed Eruption,1883 Jul,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Marapi,Confirmed Eruption,1883 Jun 25,1,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Krakatau,Confirmed Eruption,1883 May 20,6,Indonesia,Indonesia,Caldera,6.102°S,105.423°E,155
Moyorodake [Medvezhia],Confirmed Eruption,1883 May,2,Japan - administered by Russia,Kuril Islands,Stratovolcano,45.389°N,148.838°E,1124
Tongariro,Confirmed Eruption,1883 Apr 25,2,New Zealand,New Zealand to Fiji,Stratovolcano(es),39.157°S,175.632°E,1978
Milna,Confirmed Eruption,1883 Apr 15,1,Russia,Kuril Islands,Stratovolcano,46.815°N,151.786°E,1504
Lamongan,Confirmed Eruption,1883 Apr 13,2,Indonesia,Indonesia,Stratovolcano,7.981°S,113.341°E,1641
Concepcion,Confirmed Eruption,1883 Apr 5,2,Nicaragua,México and Central America,Stratovolcano,11.538°N,85.622°W,1700
St. Andrew Strait,Confirmed Eruption,1883 Mar 28,2,Papua New Guinea,Melanesia and Australia,Complex,2.38°S,147.35°E,270
Etna,Confirmed Eruption,1883 Mar 22,2,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Karthala,Confirmed Eruption,1883 Mar,2,Comoros,Middle East and Indian Ocean,Shield,11.75°S,43.38°E,2361
Bam,Uncertain Eruption,1883 Mar,--,Papua New Guinea,Melanesia and Australia,Stratovolcano,3.613°S,144.818°E,685
"Chillan, Nevados de",Uncertain Eruption,1883 Jan 21,2,Chile,South America,Stratovolcano,36.868°S,71.378°W,3180
Grimsvotn,Confirmed Eruption,1883 Jan 15,2,Iceland,Iceland and Arctic Ocean,Caldera,64.416°N,17.316°W,1719
Irazu,Discredited Eruption,1883 Jan 3,--,Costa Rica,México and Central America,Stratovolcano,9.979°N,83.852°W,3432
Merapi,Confirmed Eruption,1883 Jan,1,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910
Hainan Volcanic Field,Confirmed Eruption,1883,--,China,Philippines and SE Asia,Pyroclastic cone(s),19.905°N,110.229°E,196
Ambrym,Confirmed Eruption,1883,2,Vanuatu,Melanesia and Australia,Pyroclastic shield,16.25°S,168.12°E,1334
Lopevi,Confirmed Eruption,1883,--,Vanuatu,Melanesia and Australia,Stratovolcano,16.507°S,168.346°E,1413
"Tair, Jebel at",Confirmed Eruption,1883,2,Yemen,Africa and Red Sea,Stratovolcano,15.55°N,41.83°E,244
Guguan,Confirmed Eruption,1883,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,17.307°N,145.845°E,287
Kharimkotan,Confirmed Eruption,1883,3,Russia,Kuril Islands,Stratovolcano,49.12°N,154.508°E,1145
Makushin,Confirmed Eruption,1883,2,United States,Alaska,Stratovolcano,53.891°N,166.923°W,1800
Akutan,Confirmed Eruption,1883,2,United States,Alaska,Stratovolcano,54.134°N,165.986°W,1303
Shishaldin,Confirmed Eruption,1883,2,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857
Llaima,Confirmed Eruption,1883,2,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125
Lascar,Confirmed Eruption,1883,2,Chile,South America,Stratovolcano(es),23.37°S,67.73°W,5592
Villarrica,Confirmed Eruption,1883,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
San Miguel,Confirmed Eruption,1882 Dec 5,2,El Salvador,México and Central America,Stratovolcano,13.434°N,88.269°W,2130
Momotombo,Confirmed Eruption,1882 Sep 9,2,Nicaragua,México and Central America,Stratovolcano,12.423°N,86.539°W,1270
Klyuchevskoy,Confirmed Eruption,1882 Sep,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Kusatsu-Shiranesan,Confirmed Eruption,1882 Aug 6,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),36.618°N,138.528°E,2165
Izalco,Confirmed Eruption,1882 Jul 12,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950
Sundoro,Confirmed Eruption,1882 Apr 1,2,Indonesia,Indonesia,Stratovolcano,7.3°S,109.992°E,3136
Cotopaxi,Confirmed Eruption,1882 Jan,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Irazu,Uncertain Eruption,1882,2,Costa Rica,México and Central America,Stratovolcano,9.979°N,83.852°W,3432
Santa Ana,Uncertain Eruption,1882,--,El Salvador,México and Central America,Stratovolcano,13.853°N,89.63°W,2381
Iya,Confirmed Eruption,1882,2,Indonesia,Indonesia,Stratovolcano,8.891°S,121.641°E,618
Makaturing,Confirmed Eruption,1882,--,Philippines,Philippines and SE Asia,Stratovolcano,7.644°N,124.317°E,1818
"Lengai, Ol Doinyo",Confirmed Eruption,1882,2,Tanzania,Africa and Red Sea,Stratovolcano,2.764°S,35.914°E,2962
Nyamulagira,Confirmed Eruption,1882,--,DR Congo,Africa and Red Sea,Shield,1.408°S,29.2°E,3058
"Fournaise, Piton de la",Uncertain Eruption,1882,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Zhupanovsky,Confirmed Eruption,1882,2,Russia,Kamchatka and Mainland Asia,Compound,53.589°N,159.15°E,2899
Rainier,Uncertain Eruption,1882,2,United States,Canada and Western USA,Stratovolcano,46.853°N,121.76°W,4392
Colima,Confirmed Eruption,1882,1,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Dempo,Confirmed Eruption,1881 Dec,2,Indonesia,Indonesia,Stratovolcano(es),4.016°S,103.121°E,3142
Milna,Confirmed Eruption,1881 Sep,2,Russia,Kuril Islands,Stratovolcano,46.815°N,151.786°E,1504
Mayon,Confirmed Eruption,1881 Jul 6,3,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462
Tongariro,Confirmed Eruption,1881 Jul 6,2,New Zealand,New Zealand to Fiji,Stratovolcano(es),39.157°S,175.632°E,1978
Nasudake,Confirmed Eruption,1881 Jul 1,1,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),37.125°N,139.963°E,1915
Heard,Uncertain Eruption,1881 Jun 2,2,Australia,Middle East and Indian Ocean,Stratovolcano,53.106°S,73.513°E,2745
Leroboleng,Confirmed Eruption,1881 Mar 16,2,Indonesia,Indonesia,Complex,8.365°S,122.833°E,1095
Guagua Pichincha,Confirmed Eruption,1881 Mar 10,2,Ecuador,South America,Stratovolcano,0.171°S,78.598°W,4784
Dempo,Confirmed Eruption,1881 Feb 16,2,Indonesia,Indonesia,Stratovolcano(es),4.016°S,103.121°E,3142
Izalco,Confirmed Eruption,1881 Jan 1,0,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950
Purace,Confirmed Eruption,1881,2,Colombia,South America,Stratovolcano(es),2.32°N,76.4°W,4650
Tupungatito,Uncertain Eruption,1881,--,Chile-Argentina,South America,Stratovolcano,33.425°S,69.797°W,5660
San Jose,Confirmed Eruption,1881,2,Chile-Argentina,South America,Stratovolcano(es),33.789°S,69.895°W,6070
Maipo,Uncertain Eruption,1881,--,Chile-Argentina,South America,Caldera,34.164°S,69.832°W,5323
Singkut,Confirmed Eruption,1881,--,Indonesia,Indonesia,Caldera(s),3.248°N,98.501°E,2181
Sinabung,Uncertain Eruption,1881,--,Indonesia,Indonesia,Stratovolcano,3.17°N,98.392°E,2460
Raung,Confirmed Eruption,1881,--,Indonesia,Indonesia,Stratovolcano,8.119°S,114.056°E,3260
Traitor's Head,Confirmed Eruption,1881,0,Vanuatu,Melanesia and Australia,Stratovolcano,18.754°S,169.238°E,817
Avachinsky,Confirmed Eruption,1881,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Colima,Confirmed Eruption,1880 Dec 1,2,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
"Lengai, Ol Doinyo",Confirmed Eruption,1880 Dec,2,Tanzania,Africa and Red Sea,Stratovolcano,2.764°S,35.914°E,2962
Shiretoko-Iozan,Uncertain Eruption,1880 Nov 24,--,Japan,"Japan, Taiwan, Marianas",Stratovolcano,44.133°N,145.161°E,1562
Mauna Loa,Confirmed Eruption,1880 Nov 5,1,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Baker,Confirmed Eruption,1880 Sep 7,2,United States,Canada and Western USA,Stratovolcano(es),48.777°N,121.813°W,3285
Kirishimayama,Confirmed Eruption,1880 Sep,2,Japan,"Japan, Taiwan, Marianas",Shield,31.934°N,130.862°E,1700
Srednii,Uncertain Eruption,1880 Jul 12,0,Russia,Kuril Islands,Submarine,47.6°N,152.92°E,36
Fuego,Confirmed Eruption,1880 Jun 28,4,Guatemala,México and Central America,Stratovolcano(es),14.473°N,90.88°W,3763
Mauna Loa,Confirmed Eruption,1880 May 1,1,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Dempo,Confirmed Eruption,1880 May,2,Indonesia,Indonesia,Stratovolcano(es),4.016°S,103.121°E,3142
Santa Ana,Confirmed Eruption,1880 Mar,3,El Salvador,México and Central America,Stratovolcano,13.853°N,89.63°W,2381
Cotopaxi,Confirmed Eruption,1880 Feb,3,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
"Watt, Morne",Confirmed Eruption,1880 Jan 4,2,Dominica,West Indies,Stratovolcano(es),15.307°N,61.305°W,1224
Soufriere St. Vincent,Uncertain Eruption,1880,0,Saint Vincent and the Grenadines,West Indies,Stratovolcano,13.33°N,61.18°W,1220
Villarrica,Confirmed Eruption,1880,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Poas,Confirmed Eruption,1880,1,Costa Rica,México and Central America,Stratovolcano,10.2°N,84.233°W,2697
Sete Cidades,Confirmed Eruption,1880,0,Portugal,Atlantic Ocean,Stratovolcano,37.865°N,25.785°W,842
Tambora,Confirmed Eruption,1880,2,Indonesia,Indonesia,Stratovolcano,8.25°S,118°E,2850
Tangkoko-Duasudara,Confirmed Eruption,1880,1,Indonesia,Indonesia,Stratovolcano,1.518°N,125.185°E,1334
Karthala,Confirmed Eruption,1880,2,Comoros,Middle East and Indian Ocean,Shield,11.75°S,43.38°E,2361
Shishaldin,Uncertain Eruption,1880,--,United States,Alaska,Stratovolcano,54.756°N,163.97°W,2857
Vsevidof,Uncertain Eruption,1880,--,United States,Alaska,Stratovolcano,53.13°N,168.693°W,2149
Pavlof,Confirmed Eruption,1880,1,United States,Alaska,Stratovolcano,55.417°N,161.894°W,2493
Raususan [Mendeleev],Confirmed Eruption,1880,1,Japan - administered by Russia,Kuril Islands,Stratovolcano,43.979°N,145.733°E,882
Kita-Ioto,Confirmed Eruption,1880,0,Japan,"Japan, Taiwan, Marianas",Stratovolcano,25.424°N,141.284°E,792
Ilopango,Confirmed Eruption,1879 Dec 31,3,El Salvador,México and Central America,Caldera,13.672°N,89.053°W,450
Izalco,Confirmed Eruption,1879 Dec 25,2,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950
Colima,Confirmed Eruption,1879 Dec 23,1,Mexico,México and Central America,Stratovolcano(es),19.514°N,103.62°W,3850
Asamayama,Confirmed Eruption,1879 Sep 27,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568
Eldey,Confirmed Eruption,1879 May 30,1,Iceland,Iceland and Arctic Ocean,Submarine,63.733°N,23°W,70
Etna,Confirmed Eruption,1879 May 26,3,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Dempo,Confirmed Eruption,1879 May 18,2,Indonesia,Indonesia,Stratovolcano(es),4.016°S,103.121°E,3142
Chirpoi,Confirmed Eruption,1879 May,2,Russia,Kuril Islands,Caldera,46.532°N,150.871°E,742
Mauna Loa,Confirmed Eruption,1879 Mar 9,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Cotopaxi,Confirmed Eruption,1879 Feb 26,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Villarrica,Confirmed Eruption,1879 Feb 2,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Santa Ana,Confirmed Eruption,1879 Feb 1,2,El Salvador,México and Central America,Stratovolcano,13.853°N,89.63°W,2381
Sarychev Peak,Confirmed Eruption,1879 Jan 15,0,Russia,Kuril Islands,Stratovolcano,48.092°N,153.2°E,1496
Rainier,Uncertain Eruption,1879,2,United States,Canada and Western USA,Stratovolcano,46.853°N,121.76°W,4392
Klyuchevskoy,Confirmed Eruption,1879,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Sheveluch,Confirmed Eruption,1879,3,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.653°N,161.36°E,3283
Sorikmarapi,Confirmed Eruption,1879,2,Indonesia,Indonesia,Stratovolcano,0.686°N,99.539°E,2145
Semeru,Confirmed Eruption,1879,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Poas,Uncertain Eruption,1879,1,Costa Rica,México and Central America,Stratovolcano,10.2°N,84.233°W,2697
Reclus,Confirmed Eruption,1879,2,Chile,South America,Pyroclastic cone,50.964°S,73.585°W,1000
Lautaro,Confirmed Eruption,1879,--,Chile,South America,Stratovolcano,49.019°S,73.504°W,3542
Ritter Island,Uncertain Eruption,1878 Dec 31,--,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.519°S,148.115°E,75
Etna,Confirmed Eruption,1878 Dec 23,2,Italy,Mediterranean and Western Asia,Stratovolcano(es),37.748°N,14.999°E,3320
Kerinci,Confirmed Eruption,1878 Dec 11,2,Indonesia,Indonesia,Stratovolcano,1.697°S,101.264°E,3800
Marapi,Uncertain Eruption,1878 Dec,2,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Taal,Confirmed Eruption,1878 Nov 12,2,Philippines,Philippines and SE Asia,Caldera,14.002°N,120.993°E,311
Momotombo,Confirmed Eruption,1878 Oct 14,2,Nicaragua,México and Central America,Stratovolcano,12.423°N,86.539°W,1270
Tecapa,Uncertain Eruption,1878 Oct 2,--,El Salvador,México and Central America,Stratovolcano,13.494°N,88.502°W,1593
Tongariro,Confirmed Eruption,1878 Sep 1,2,New Zealand,New Zealand to Fiji,Stratovolcano(es),39.157°S,175.632°E,1978
Klyuchevskoy,Confirmed Eruption,1878 Sep,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Purace,Confirmed Eruption,1878 Aug 31,2,Colombia,South America,Stratovolcano(es),2.32°N,76.4°W,4650
Cotopaxi,Confirmed Eruption,1878 Aug 23,2,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
Lateiki,Confirmed Eruption,1878 Apr,2,Tonga,New Zealand to Fiji,Submarine,19.18°S,174.87°W,43
"Fournaise, Piton de la",Confirmed Eruption,1878 Mar 14,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Hekla,Confirmed Eruption,1878 Feb 27,2,Iceland,Iceland and Arctic Ocean,Stratovolcano,63.983°N,19.666°W,1490
Isluga,Confirmed Eruption,1878 Feb,2,Chile,South America,Stratovolcano,19.15°S,68.83°W,5550
Rabaul,Confirmed Eruption,1878 Jan 30,3,Papua New Guinea,Melanesia and Australia,Pyroclastic shield,4.271°S,152.203°E,688
Lautaro,Uncertain Eruption,1878 Jan 18,1,Chile,South America,Stratovolcano,49.019°S,73.504°W,3542
Planchon-Peteroa,Confirmed Eruption,1878,2,Chile,South America,Stratovolcano(es),35.223°S,70.568°W,3977
Santa Ana,Uncertain Eruption,1878,2,El Salvador,México and Central America,Stratovolcano,13.853°N,89.63°W,2381
Izalco,Confirmed Eruption,1878,--,El Salvador,México and Central America,Stratovolcano,13.813°N,89.633°W,1950
Ulawun,Confirmed Eruption,1878,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,5.05°S,151.33°E,2334
Langila,Confirmed Eruption,1878,2,Papua New Guinea,Melanesia and Australia,Complex,5.525°S,148.42°E,1330
Meru,Confirmed Eruption,1878,2,Tanzania,Africa and Red Sea,Stratovolcano,3.244°S,36.75°E,4550
Semeru,Confirmed Eruption,1878,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Merapi,Confirmed Eruption,1878,2,Indonesia,Indonesia,Stratovolcano,7.54°S,110.446°E,2910
Vsevidof,Confirmed Eruption,1878,2,United States,Alaska,Stratovolcano,53.13°N,168.693°W,2149
Okmok,Confirmed Eruption,1878,2,United States,Alaska,Shield,53.43°N,168.13°W,1073
Amukta,Confirmed Eruption,1878,--,United States,Alaska,Stratovolcano,52.5°N,171.252°W,1066
Tacana,Confirmed Eruption,1878,1,Mexico-Guatemala,México and Central America,Stratovolcano,15.132°N,92.109°W,4064
Avachinsky,Confirmed Eruption,1878,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,53.256°N,158.836°E,2717
Asamayama,Uncertain Eruption,1878,2,Japan,"Japan, Taiwan, Marianas",Complex,36.406°N,138.523°E,2568
Cumbal,Confirmed Eruption,1877 Dec,2,Colombia,South America,Stratovolcano,0.95°N,77.87°W,4764
Bam,Confirmed Eruption,1877 Nov 13,3,Papua New Guinea,Melanesia and Australia,Stratovolcano,3.613°S,144.818°E,685
Manam,Confirmed Eruption,1877 Oct 29,2,Papua New Guinea,Melanesia and Australia,Stratovolcano,4.08°S,145.037°E,1807
Semeru,Confirmed Eruption,1877 Sep,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Llullaillaco,Confirmed Eruption,1877 May,2,Chile-Argentina,South America,Stratovolcano,24.72°S,68.53°W,6739
Lamongan,Confirmed Eruption,1877 Apr 24,3,Indonesia,Indonesia,Stratovolcano,7.981°S,113.341°E,1641
Tengger Caldera,Confirmed Eruption,1877 Apr 24,2,Indonesia,Indonesia,Stratovolcano(es),7.942°S,112.95°E,2329
Semeru,Confirmed Eruption,1877 Apr,2,Indonesia,Indonesia,Stratovolcano,8.108°S,112.922°E,3657
Villarrica,Confirmed Eruption,1877 Mar 12,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
Mauna Loa,Confirmed Eruption,1877 Feb 14,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
"Chillan, Nevados de",Confirmed Eruption,1877 Feb 12,2,Chile,South America,Stratovolcano,36.868°S,71.378°W,3180
Llaima,Confirmed Eruption,1877 Jan 16,2,Chile,South America,Stratovolcano,38.692°S,71.729°W,3125
Cotopaxi,Confirmed Eruption,1877 Jan,4,Ecuador,South America,Stratovolcano,0.677°S,78.436°W,5911
San Pedro-San Pablo,Confirmed Eruption,1877,2,Chile,South America,Stratovolcano(es),21.888°S,68.391°W,6142
Isluga,Confirmed Eruption,1877,2,Chile,South America,Stratovolcano,19.15°S,68.83°W,5550
Klyuchevskoy,Confirmed Eruption,1877,2,Russia,Kamchatka and Mainland Asia,Stratovolcano,56.056°N,160.642°E,4754
Suwanosejima,Confirmed Eruption,1877,4,Japan,"Japan, Taiwan, Marianas",Stratovolcano(es),29.638°N,129.714°E,796
Fonuafo'ou,Confirmed Eruption,1877,2,Tonga,New Zealand to Fiji,Submarine,20.32°S,175.42°W,-17
Izu-Oshima,Confirmed Eruption,1876 Dec 27,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,34.724°N,139.394°E,746
"Fournaise, Piton de la",Confirmed Eruption,1876 Dec 11,--,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Mayon,Confirmed Eruption,1876 Nov 26,1,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462
Lautaro,Confirmed Eruption,1876 Oct,2,Chile,South America,Stratovolcano,49.019°S,73.504°W,3542
Shiretoko-Iozan,Confirmed Eruption,1876 Sep 23,2,Japan,"Japan, Taiwan, Marianas",Stratovolcano,44.133°N,145.161°E,1562
Marapi,Confirmed Eruption,1876 Aug,2,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Marapi,Confirmed Eruption,1876 Apr 4,2,Indonesia,Indonesia,Complex,0.38°S,100.474°E,2885
Mayon,Confirmed Eruption,1876 Apr,1,Philippines,Philippines and SE Asia,Stratovolcano,13.257°N,123.685°E,2462
Mauna Loa,Confirmed Eruption,1876 Feb 13,0,United States,Hawaii and Pacific Ocean,Shield,19.475°N,155.608°W,4170
Farallon de Pajaros,Confirmed Eruption,1876 Jan 1,2,United States,"Japan, Taiwan, Marianas",Stratovolcano,20.546°N,144.893°E,337
Amukta,Uncertain Eruption,1876,--,United States,Alaska,Stratovolcano,52.5°N,171.252°W,1066
Iliamna,Confirmed Eruption,1876,3,United States,Alaska,Stratovolcano,60.032°N,153.09°W,3053
Talang,Confirmed Eruption,1876,2,Indonesia,Indonesia,Stratovolcano,0.979°S,100.681°E,2575
Leroboleng,Confirmed Eruption,1876,2,Indonesia,Indonesia,Complex,8.365°S,122.833°E,1095
Karthala,Confirmed Eruption,1876,0,Comoros,Middle East and Indian Ocean,Shield,11.75°S,43.38°E,2361
Vesuvius,Confirmed Eruption,1875 Dec 18,4,Italy,Mediterranean and Western Asia,Stratovolcano,40.821°N,14.426°E,1281
"Fournaise, Piton de la",Confirmed Eruption,1875 Nov 26,0,France,Middle East and Indian Ocean,Shield,21.244°S,55.708°E,2632
Villarrica,Confirmed Eruption,1875 Nov 17,2,Chile,South America,Stratovolcano,39.42°S,71.93°W,2847
